,uuid,move_number,white_move,black_move,white_time,black_time
11,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,12,Nh3,Nxc4,0:09:08.4,0:08:08.3
12,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,13,dxc4,Bxh3,0:09:07.1,0:08:02
13,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,14,b4,Bg2,0:08:58.3,0:07:57.5
14,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,15,Rg1,Bxf3,0:08:56.5,0:07:52.4
15,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,16,bxc5,dxc5,0:08:52.5,0:07:50
16,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,17,Nd2,Bh5,0:08:50,0:07:35.9
17,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,18,Bxe5,Rfd8,0:08:46.9,0:07:30.7
18,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,19,Bxc7,Rd3,0:08:43.1,0:07:22.7
19,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,20,Be5,Re8,0:08:28.7,0:07:09.8
20,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,21,f4,Red8,0:08:27.3,0:06:35.1
21,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,22,Rg5,Rxd2,0:08:10.1,0:06:23.8
22,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,23,f5,Rxh2,0:08:08.4,0:06:09.6
23,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,24,fxg6,fxg6,0:08:01.3,0:06:07.5
24,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,25,Bxh2,a5,0:07:50.5,0:05:55.8
25,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,26,a4,Bf3,0:07:46,0:05:36.9
26,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,27,Rxc5,b6,0:07:41.2,0:05:26.3
27,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,28,Rb5,Rd3,0:07:35.2,0:05:12
28,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,29,Rc1,Bxe4,0:07:26.1,0:05:04.2
29,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,30,c5,bxc5,0:07:23.2,0:05:00.4
30,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,31,Rxc5,Re3+,0:07:13.8,0:04:55.3
31,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,32,Kf2,Rh3,0:07:08.7,0:04:50.7
32,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,33,Bb8,Rf3+,0:06:55.9,0:04:40.2
33,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,34,Ke2,h6,0:06:52.5,0:04:21.2
34,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,35,Rd1,g5,0:06:48.5,0:04:17.6
35,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,36,Rd7,g4,0:06:47.3,0:04:04.1
36,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,37,Rc8+,Rf8,0:06:45.5,0:03:59.6
37,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,38,Rc4,Re8,0:06:32.9,0:03:48.5
38,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,39,Bd6,Bf3+,0:06:15.1,0:03:38.8
39,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,40,Kf2,Bd5,0:06:11.9,0:03:23.2
40,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,41,Rxg4+,Kh8,0:06:07.3,0:03:12.5
41,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,42,Be5+,Rxe5,0:06:06.1,0:03:07.5
42,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,43,Rd8+,Kh7,0:05:43.8,0:03:02.2
43,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,44,Rd7+,Kh8,0:05:35.2,0:02:58.4
44,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,45,Rf4,Rg5,0:05:30.7,0:02:39.5
45,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,46,Ke3,h5,0:05:23.7,0:02:34.8
46,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,47,Kd4,h4,0:05:21.6,0:02:25.1
47,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,48,Rxh4+,Kg8,0:05:19.7,0:02:20
48,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,49,Rhh7,Kf8,0:05:08,0:01:58.2
49,b3a6746a-74bb-11ed-a69d-78ac4409ff3c,50,Rd8#,NaN,0:05:04.7,NaN
0,93c64a20-74bd-11ed-a69d-78ac4409ff3c,1,e4,e6,0:10:00,0:09:58.3
1,93c64a20-74bd-11ed-a69d-78ac4409ff3c,2,Qh5,Nf6,0:09:58.2,0:09:54.1
2,93c64a20-74bd-11ed-a69d-78ac4409ff3c,3,Qe5,Nc6,0:09:56.4,0:09:50.9
3,93c64a20-74bd-11ed-a69d-78ac4409ff3c,4,Qg3,Nxe4,0:09:42.3,0:09:47.5
4,93c64a20-74bd-11ed-a69d-78ac4409ff3c,5,Qe3,Nf6,0:09:34.8,0:09:45.1
5,93c64a20-74bd-11ed-a69d-78ac4409ff3c,6,Bb5,Nb8,0:09:30,0:09:39.5
6,93c64a20-74bd-11ed-a69d-78ac4409ff3c,7,d4,c6,0:08:59.1,0:09:33
7,93c64a20-74bd-11ed-a69d-78ac4409ff3c,8,Bc4,Ng8,0:08:53.7,0:09:26.8
8,93c64a20-74bd-11ed-a69d-78ac4409ff3c,9,Qf3,Nh6,0:08:40.3,0:08:55.1
9,93c64a20-74bd-11ed-a69d-78ac4409ff3c,10,Nh3,Qf6,0:08:34.2,0:08:46.5
10,93c64a20-74bd-11ed-a69d-78ac4409ff3c,11,Qh5,Qxd4,0:08:21.5,0:08:36.1
11,93c64a20-74bd-11ed-a69d-78ac4409ff3c,12,Bxh6,Qxb2,0:08:07.6,0:08:23.8
12,93c64a20-74bd-11ed-a69d-78ac4409ff3c,13,Ng5,g6,0:08:00.4,0:08:16.2
13,93c64a20-74bd-11ed-a69d-78ac4409ff3c,14,Qf3,Qxa1,0:07:51.4,0:08:11.8
14,93c64a20-74bd-11ed-a69d-78ac4409ff3c,15,Qxf7+,Kd8,0:07:47.3,0:08:02.3
15,93c64a20-74bd-11ed-a69d-78ac4409ff3c,16,Bxf8,Na6,0:07:21,0:07:56.2
16,93c64a20-74bd-11ed-a69d-78ac4409ff3c,17,Be7+,Kc7,0:07:17.9,0:07:52.4
17,93c64a20-74bd-11ed-a69d-78ac4409ff3c,18,Ne4,Qxb1+,0:07:14.5,0:07:44.5
18,93c64a20-74bd-11ed-a69d-78ac4409ff3c,19,Kd2,Qxh1,0:07:11.2,0:07:43
19,93c64a20-74bd-11ed-a69d-78ac4409ff3c,20,Bd6+,Kb6,0:07:07.7,0:07:38.6
20,93c64a20-74bd-11ed-a69d-78ac4409ff3c,21,Bc5+,Nxc5,0:07:03.9,0:07:36.4
21,93c64a20-74bd-11ed-a69d-78ac4409ff3c,22,Nxc5,Kxc5,0:06:59.8,0:07:34.5
22,93c64a20-74bd-11ed-a69d-78ac4409ff3c,23,Qg7,Rd8,0:06:34.5,0:07:27.2
23,93c64a20-74bd-11ed-a69d-78ac4409ff3c,24,Qxh7,Qxg2,0:06:27.3,0:07:00.1
24,93c64a20-74bd-11ed-a69d-78ac4409ff3c,25,Qe7+,Kxc4,0:06:18,0:06:44.7
25,93c64a20-74bd-11ed-a69d-78ac4409ff3c,26,Qxd8,Qxf2+,0:06:16.3,0:06:41.4
26,93c64a20-74bd-11ed-a69d-78ac4409ff3c,27,Kd1,Kc3,0:06:09.2,0:06:38
27,93c64a20-74bd-11ed-a69d-78ac4409ff3c,28,Qc7,Qd2#,0:05:20.7,0:06:23.4
0,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,1,e4,e5,0:09:59.9,0:09:58.1
1,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,2,Qh5,Nc6,0:09:58.1,0:09:55.5
2,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,3,Nf3,Qf6,0:09:55.1,0:09:50.1
3,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,4,Ng5,Bc5,0:09:51.5,0:09:40.6
4,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,5,Qxf7+,Qxf7,0:09:41.9,0:09:35.1
5,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,6,Nxf7,Kxf7,0:09:37.5,0:09:32.9
6,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,7,Bc4+,Ke8,0:09:34.4,0:09:27.5
7,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,8,f3,d6,0:09:32.8,0:09:24
8,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,9,Rf1,Nd4,0:09:30,0:09:19.8
9,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,10,c3,Nc2+,0:09:24.5,0:09:17
10,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,11,Kd1,Nxa1,0:09:21.9,0:09:14.7
11,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,12,f4,exf4,0:09:18.8,0:09:12.7
12,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,13,Rxf4,Nf6,0:09:17.3,0:09:00.3
13,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,14,e5,Nh5,0:09:15.7,0:08:57.3
14,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,15,Bf7+,Kd7,0:09:09.2,0:08:49.2
15,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,16,Bxh5,dxe5,0:09:07.8,0:08:24.3
16,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,17,Rf7+,Kd8,0:09:05.1,0:08:17.8
17,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,18,Rxg7,Bf5,0:09:01.5,0:08:01.7
18,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,19,d3,Bxd3,0:08:54.3,0:07:56
19,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,20,Bg5+,Kc8,0:08:52.9,0:07:46
20,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,21,Bg4+,Kb8,0:08:49.1,0:07:36.9
21,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,22,Bf6,Bxb1,0:08:40,0:07:30.3
22,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,23,Rd7,b5,0:08:38,0:07:26.8
23,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,24,Bf3,Kc8,0:08:35.9,0:07:23.4
24,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,25,Rg7,Bxa2,0:08:09.4,0:07:14.9
25,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,26,Bxe5,Bb3+,0:08:01.2,0:07:06.9
26,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,27,Kc1,b4,0:07:55.5,0:06:51.1
27,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,28,Rxc7+,Kd8,0:07:40.5,0:06:40.4
28,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,29,Rxc5,Rc8,0:07:38.6,0:06:32.9
29,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,30,Bf6+,Kd7,0:07:21.4,0:06:25.7
30,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,31,Bg4+,Ke8,0:07:16.7,0:06:11.3
31,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,32,Rxc8+,Kf7,0:07:11.1,0:05:51.9
32,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,33,Bxh8,a5,0:07:08.6,0:05:44.5
33,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,34,cxb4,axb4,0:06:54.8,0:05:42.6
34,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,35,Rc7+,Kg6,0:06:52.5,0:05:38.7
35,c6b3e5f5-74be-11ed-a69d-78ac4409ff3c,36,Rg7+,Kf6,0:06:36.9,0:05:28
0,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:59.6
1,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,2,Nf3,Qf6,0:09:56.8,0:09:53.4
2,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,3,Bc4,Bc5,0:09:46.1,0:09:51.3
3,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,4,O-O,Qh6,0:09:39.9,0:09:47
4,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,5,d4,Bd6,0:09:30.3,0:09:42.7
5,81dde8d6-74c0-11ed-a69d-78ac4409ff3c,6,Bxh6,NaN,0:09:28.9,NaN
0,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,1,e4,e5,0:09:59.9,0:09:58.3
1,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,2,Qh5,Nc6,0:09:59.3,0:09:56
2,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,3,c4,Bc5,0:09:50.3,0:09:50.4
3,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,4,Na3,Qf6,0:09:28.3,0:09:43
4,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,5,Nf3,d6,0:09:21.9,0:09:13.9
5,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,6,Nb5,Rb8,0:09:19.7,0:09:07.4
6,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,7,Nxc7+,Kd8,0:09:14.2,0:09:03.3
7,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,8,Nd5,Qe6,0:08:57,0:08:47.7
8,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,9,Qg5+,Nf6,0:08:42,0:08:38.3
9,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,10,Nxf6,gxf6,0:08:31.3,0:08:33.8
10,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,11,Qg7,Re8,0:08:25.3,0:08:20.7
11,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,12,a3,f5,0:08:02.1,0:08:10.5
12,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,13,exf5,Qxf5,0:07:49.6,0:08:06.2
13,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,14,b4,Bb6,0:07:43.2,0:07:59.2
14,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,15,Rb1,e4,0:07:06.8,0:07:55.9
15,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,16,b5,exf3+,0:06:52.8,0:07:44.9
16,a77ec81a-74c0-11ed-a69d-78ac4409ff3c,17,Kd1,NaN,0:06:28.8,NaN
0,83735fd5-74c1-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:56.3
1,83735fd5-74c1-11ed-a69d-78ac4409ff3c,2,Qh5,Nc6,0:09:56.8,0:09:54.7
2,83735fd5-74c1-11ed-a69d-78ac4409ff3c,3,Bc4,Nh6,0:09:54.5,0:09:36.7
3,83735fd5-74c1-11ed-a69d-78ac4409ff3c,4,d4,exd4,0:09:48.7,0:09:32.5
4,83735fd5-74c1-11ed-a69d-78ac4409ff3c,5,Bxh6,Qf6,0:09:46.3,0:09:24.1
5,83735fd5-74c1-11ed-a69d-78ac4409ff3c,6,Bg5,Qg6,0:09:42.4,0:08:48.7
6,83735fd5-74c1-11ed-a69d-78ac4409ff3c,7,Qf3,Ne5,0:09:34.6,0:08:43.5
7,83735fd5-74c1-11ed-a69d-78ac4409ff3c,8,Qf4,Nxc4,0:09:23.5,0:08:33.2
8,83735fd5-74c1-11ed-a69d-78ac4409ff3c,9,Qxc7,Qxg5,0:09:05,0:08:06.2
9,83735fd5-74c1-11ed-a69d-78ac4409ff3c,10,Nf3,Qc1+,0:08:45,0:08:03.5
10,83735fd5-74c1-11ed-a69d-78ac4409ff3c,11,Ke2,Qxh1,0:08:35.2,0:07:58.9
11,83735fd5-74c1-11ed-a69d-78ac4409ff3c,12,Qxc4,Qxg2,0:08:21.8,0:07:44.1
12,83735fd5-74c1-11ed-a69d-78ac4409ff3c,13,Ne5,Qxe4+,0:08:12.4,0:07:32.8
13,83735fd5-74c1-11ed-a69d-78ac4409ff3c,14,Kf1,Qxe5,0:08:07.8,0:07:18.6
14,83735fd5-74c1-11ed-a69d-78ac4409ff3c,15,Na3,Bxa3,0:08:02.4,0:07:16
15,83735fd5-74c1-11ed-a69d-78ac4409ff3c,16,bxa3,d3,0:07:57.5,0:07:08
16,83735fd5-74c1-11ed-a69d-78ac4409ff3c,17,cxd3,Qxa1+,0:07:55.2,0:07:07.9
17,83735fd5-74c1-11ed-a69d-78ac4409ff3c,18,Ke2,Qxa2+,0:07:51.7,0:06:56.7
18,83735fd5-74c1-11ed-a69d-78ac4409ff3c,19,Qxa2,d5,0:07:43.3,0:06:52.9
19,83735fd5-74c1-11ed-a69d-78ac4409ff3c,20,Qxd5,Bg4+,0:07:40.4,0:06:48.5
20,83735fd5-74c1-11ed-a69d-78ac4409ff3c,21,f3,Bh3,0:07:36.1,0:06:46.1
21,83735fd5-74c1-11ed-a69d-78ac4409ff3c,22,Qxb7,Rc8,0:07:27.3,0:06:38.3
22,83735fd5-74c1-11ed-a69d-78ac4409ff3c,23,Qxa7,Rc2+,0:07:23.1,0:06:31.5
23,83735fd5-74c1-11ed-a69d-78ac4409ff3c,24,Ke3,O-O,0:07:18.2,0:06:29.4
24,83735fd5-74c1-11ed-a69d-78ac4409ff3c,25,d4,Re8+,0:07:10.9,0:06:29.3
25,83735fd5-74c1-11ed-a69d-78ac4409ff3c,26,Kd3,Ree2,0:07:06.8,0:06:25.1
26,83735fd5-74c1-11ed-a69d-78ac4409ff3c,27,d5,Bf5+,0:07:01.2,0:06:24.3
27,83735fd5-74c1-11ed-a69d-78ac4409ff3c,28,Kd4,Rcd2+,0:06:55.8,0:06:19.4
28,83735fd5-74c1-11ed-a69d-78ac4409ff3c,29,Kc5,Re5,0:06:49.5,0:06:14.3
29,83735fd5-74c1-11ed-a69d-78ac4409ff3c,30,Qa8+,Re8,0:06:44.9,0:05:56.7
30,83735fd5-74c1-11ed-a69d-78ac4409ff3c,31,Qxe8#,NaN,0:06:43.3,NaN
0,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:59.5
1,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,2,Qh5,d6,0:09:57.4,0:09:58.1
2,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,3,Bc4,g6,0:09:53.7,0:09:57.2
3,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,4,Qf3,Nf6,0:09:51.1,0:09:55.7
4,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,5,d3,c6,0:09:47.1,0:09:54.8
5,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,6,Bg5,Be7,0:09:44.7,0:09:53.3
6,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,7,Bxf6,Bxf6,0:09:42.8,0:09:51.1
7,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,8,Nc3,b5,0:09:39.4,0:09:50.3
8,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,9,Bb3,a5,0:09:35.5,0:09:49.7
9,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,10,Nh3,a4,0:09:30.5,0:09:47.5
10,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,11,Ng5,axb3,0:09:23,0:09:45.4
11,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,12,cxb3,Bxg5,0:09:18.3,0:09:43.9
12,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,13,O-O,h5,0:09:03.9,0:09:41.1
13,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,14,Rfe1,h4,0:08:28.7,0:09:38
14,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,15,Rad1,h3,0:08:14.6,0:09:36.4
15,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,16,gxh3,Rxh3,0:08:08.4,0:09:33.1
16,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,17,Qg2,Bf4,0:07:49.7,0:09:15.8
17,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,18,Kf1,Rxh2,0:07:28.9,0:09:13.2
18,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,19,Qg1,Bh3+,0:07:18.2,0:09:02.3
19,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,20,Ke2,Qh4,0:07:09.3,0:08:50.4
20,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,21,b4,Rxf2+,0:06:46.1,0:08:47.4
21,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,22,Qxf2,Qxf2+,0:06:36,0:08:43.1
22,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,23,Kxf2,Bg4,0:06:34.2,0:08:33.9
23,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,24,Rb1,Nd7,0:06:25.6,0:08:32.6
24,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,25,Rh1,Ke7,0:06:23.5,0:08:30.4
25,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,26,Rh7,Nf6,0:06:17.7,0:08:24.6
26,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,27,a4,Nxh7,0:06:02.4,0:08:21.4
27,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,28,axb5,cxb5,0:05:57.2,0:08:05.5
28,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,29,Nxb5,Ra4,0:05:55.4,0:07:53.4
29,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,30,Rc1,Rxb4,0:05:47.5,0:07:49.6
30,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,31,Rc7+,Ke6,0:05:44.2,0:07:43.8
31,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,32,Na7,Rxb2+,0:05:34,0:07:41.5
32,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,33,Kg1,Be3+,0:05:26.5,0:07:37.4
33,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,34,Kf1,Rb1+,0:05:23.3,0:07:27.8
34,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,35,Kg2,Bxa7,0:05:18.2,0:07:19.4
35,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,36,Rxa7,Rb2+,0:05:12.2,0:07:16.8
36,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,37,Kg3,Be2,0:05:05,0:07:12.5
37,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,38,Kf2,Bxd3+,0:04:36.9,0:07:06.9
38,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,39,Ke3,Rb3,0:04:33,0:06:56
39,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,40,Kd2,Bxe4,0:04:28.9,0:06:54
40,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,41,Ra4,Bc6,0:04:10.4,0:06:47.5
41,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,42,Rc4,Bd5,0:03:46.1,0:06:40.8
42,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,43,Rc7,Ng5,0:03:28.3,0:06:36.5
43,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,44,Kc2,Rf3,0:03:20.5,0:06:29.3
44,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,45,Rb7,Ne4,0:02:58.9,0:06:27.2
45,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,46,Ra7,g5,0:02:56.5,0:06:24.1
46,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,47,Ra8,g4,0:02:46.2,0:06:22.4
47,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,48,Rb8,g3,0:02:43.6,0:06:20
48,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,49,Rg8,Rf2+,0:02:40.6,0:06:16.8
49,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,50,Kd3,Nc5+,0:02:36.8,0:06:04.3
50,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,51,Kc3,g2,0:02:18.1,0:06:03.1
51,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,52,Kb4,Nd3+,0:02:12.9,0:05:56.1
52,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,53,Kc3,Nf4,0:02:09.7,0:05:50.1
53,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,54,Kb4,Nh3,0:02:05.5,0:05:46.6
54,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,55,Kc3,g1=Q,0:01:59.2,0:05:43.3
55,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,56,Rxg1,Nxg1,0:01:54.7,0:05:42.2
56,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,57,Kb4,f5,0:01:52,0:05:41.1
57,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,58,Kb5,f4,0:01:50.9,0:05:39.8
58,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,59,Kb6,Rb2+,0:01:50.1,0:05:38.6
59,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,60,Ka5,f3,0:01:47.8,0:05:37.7
60,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,61,Ka4,f2,0:01:46.7,0:05:36.3
61,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,62,Ka3,Rd2,0:01:45.1,0:05:33.9
62,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,63,Ka4,f1=Q,0:01:40.2,0:05:32.2
63,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,64,Kb4,Qc1,0:01:38.5,0:05:30.7
64,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,65,Kb5,Rb2+,0:01:36.6,0:05:29.6
65,1f1d76ca-74c4-11ed-a69d-78ac4409ff3c,66,Ka6,Qa1#,0:01:34.7,0:05:28.2
0,01bd193e-74c6-11ed-a69d-78ac4409ff3c,1,e4,d5,0:10:00,0:09:58.7
1,01bd193e-74c6-11ed-a69d-78ac4409ff3c,2,Qh5,dxe4,0:09:51.5,0:09:54.4
2,01bd193e-74c6-11ed-a69d-78ac4409ff3c,3,Bc4,e6,0:09:48.3,0:09:39.7
3,01bd193e-74c6-11ed-a69d-78ac4409ff3c,4,Nh3,g6,0:09:41.6,0:09:36.1
4,01bd193e-74c6-11ed-a69d-78ac4409ff3c,5,Qe5,f6,0:09:36.9,0:09:30.7
5,01bd193e-74c6-11ed-a69d-78ac4409ff3c,6,Qxe4,Nc6,0:09:28.7,0:09:04.5
6,01bd193e-74c6-11ed-a69d-78ac4409ff3c,7,Bxe6,Bxe6,0:09:25.9,0:08:58.3
7,01bd193e-74c6-11ed-a69d-78ac4409ff3c,8,Qxe6+,Be7,0:09:22.6,0:08:48.5
8,01bd193e-74c6-11ed-a69d-78ac4409ff3c,9,d3,Nd4,0:09:06.2,0:08:35.8
9,01bd193e-74c6-11ed-a69d-78ac4409ff3c,10,Qc4,b6,0:09:00,0:07:37.3
10,01bd193e-74c6-11ed-a69d-78ac4409ff3c,11,Bh6,c6,0:08:53.1,0:07:17.9
11,01bd193e-74c6-11ed-a69d-78ac4409ff3c,12,Bg7,Qd5,0:08:50,0:07:09.7
12,01bd193e-74c6-11ed-a69d-78ac4409ff3c,13,Bxh8,Qxg2,0:08:42.4,0:06:53
13,01bd193e-74c6-11ed-a69d-78ac4409ff3c,14,Rg1,Qxh2,0:08:31.9,0:06:45.7
14,01bd193e-74c6-11ed-a69d-78ac4409ff3c,15,Qxg8+,Bf8,0:08:23,0:06:41.5
