,uuid,move_number,white_move,black_move,white_time,black_time
0,efe6de36-729d-11ed-a69d-78ac4409ff3c,1,d4,e5,0:10:00,0:09:57.4
1,efe6de36-729d-11ed-a69d-78ac4409ff3c,2,dxe5,Qh4,0:09:58.8,0:09:54.9
2,efe6de36-729d-11ed-a69d-78ac4409ff3c,3,Nf3,Qb4+,0:09:57.4,0:09:47.4
3,efe6de36-729d-11ed-a69d-78ac4409ff3c,4,c3,Qb6,0:09:52.9,0:09:31.2
4,efe6de36-729d-11ed-a69d-78ac4409ff3c,5,Be3,Qxb2,0:09:45.6,0:09:22.8
5,efe6de36-729d-11ed-a69d-78ac4409ff3c,6,Nbd2,Qxc3,0:09:36.5,0:09:06.7
6,efe6de36-729d-11ed-a69d-78ac4409ff3c,7,Rc1,Qa3,0:09:25.2,0:08:51
7,efe6de36-729d-11ed-a69d-78ac4409ff3c,8,Ra1,Bb4,0:09:04.7,0:08:36.4
8,efe6de36-729d-11ed-a69d-78ac4409ff3c,9,Qb1,Qa5,0:08:55.4,0:08:16.7
9,efe6de36-729d-11ed-a69d-78ac4409ff3c,10,g3,Bxd2+,0:08:45.7,0:08:11.4
10,efe6de36-729d-11ed-a69d-78ac4409ff3c,11,Bxd2,Qd5,0:08:44.4,0:07:44.8
11,efe6de36-729d-11ed-a69d-78ac4409ff3c,12,Qb2,d6,0:08:21.1,0:07:35.3
12,efe6de36-729d-11ed-a69d-78ac4409ff3c,13,exd6,cxd6,0:07:42,0:07:32.5
13,efe6de36-729d-11ed-a69d-78ac4409ff3c,14,Qxg7,NaN,0:07:40.6,NaN
0,c44f652e-729e-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:59.2
1,c44f652e-729e-11ed-a69d-78ac4409ff3c,2,Qh5,Qf6,0:09:57.9,0:09:55.2
2,c44f652e-729e-11ed-a69d-78ac4409ff3c,3,Nf3,Bc5,0:09:49.4,0:09:48.3
3,c44f652e-729e-11ed-a69d-78ac4409ff3c,4,Nxe5,Qxf2+,0:09:45.3,0:09:39.6
4,c44f652e-729e-11ed-a69d-78ac4409ff3c,5,Kd1,Nf6,0:09:33.1,0:09:13.8
5,c44f652e-729e-11ed-a69d-78ac4409ff3c,6,Qxf7+,Kd8,0:09:25,0:08:57.8
6,c44f652e-729e-11ed-a69d-78ac4409ff3c,7,Qxg7,Bb4,0:08:36.4,0:07:52.5
7,c44f652e-729e-11ed-a69d-78ac4409ff3c,8,c3,Nc6,0:08:23.3,0:07:15.7
8,c44f652e-729e-11ed-a69d-78ac4409ff3c,9,Qxh8+,Ke7,0:08:15.9,0:07:11.3
9,c44f652e-729e-11ed-a69d-78ac4409ff3c,10,Nxc6+,dxc6,0:08:07.8,0:07:08.3
10,c44f652e-729e-11ed-a69d-78ac4409ff3c,11,cxb4,Bg4+,0:08:06.7,0:07:02.6
11,c44f652e-729e-11ed-a69d-78ac4409ff3c,12,Kc2,Rd8,0:07:56.6,0:06:48.4
12,c44f652e-729e-11ed-a69d-78ac4409ff3c,13,Qg7+,Ke8,0:07:53,0:06:43.1
13,c44f652e-729e-11ed-a69d-78ac4409ff3c,14,e5,Ne4,0:07:36.7,0:06:28.6
14,c44f652e-729e-11ed-a69d-78ac4409ff3c,15,Qxg4,Nxd2,0:07:33.4,0:06:18.7
15,c44f652e-729e-11ed-a69d-78ac4409ff3c,16,Kc3,Nxf1,0:07:14.5,0:06:05.1
16,c44f652e-729e-11ed-a69d-78ac4409ff3c,17,Qe6+,Kf8,0:06:44.3,0:05:55.7
17,c44f652e-729e-11ed-a69d-78ac4409ff3c,18,Qf6+,Qxf6,0:06:30.3,0:05:45
18,c44f652e-729e-11ed-a69d-78ac4409ff3c,19,exf6,Rd1,0:06:29.2,0:05:31.2
19,c44f652e-729e-11ed-a69d-78ac4409ff3c,20,Bh6+,Kf7,0:06:02.3,0:05:22.1
20,c44f652e-729e-11ed-a69d-78ac4409ff3c,21,Rxf1,Rxf1,0:05:56.9,0:05:18
21,c44f652e-729e-11ed-a69d-78ac4409ff3c,22,Bg7,Rf2,0:05:46.2,0:05:02
22,c44f652e-729e-11ed-a69d-78ac4409ff3c,23,Nd2,Rxg2,0:05:36.2,0:04:53.7
23,c44f652e-729e-11ed-a69d-78ac4409ff3c,24,Bh6,Rxh2,0:05:22,0:04:41.6
24,c44f652e-729e-11ed-a69d-78ac4409ff3c,25,Bg5,Rg2,0:05:10.8,0:04:27.1
25,c44f652e-729e-11ed-a69d-78ac4409ff3c,26,Ne4,Re2,0:05:05,0:03:54.2
26,c44f652e-729e-11ed-a69d-78ac4409ff3c,27,Kd3,Rxb2,0:05:00,0:03:46.2
27,c44f652e-729e-11ed-a69d-78ac4409ff3c,28,a3,Rb3+,0:04:54.9,0:03:16.3
28,c44f652e-729e-11ed-a69d-78ac4409ff3c,29,Kd4,b6,0:04:37.5,0:02:50.9
29,c44f652e-729e-11ed-a69d-78ac4409ff3c,30,Rh1,c5+,0:04:18.8,0:02:45
30,c44f652e-729e-11ed-a69d-78ac4409ff3c,31,Kc4,Rxa3,0:04:12.2,0:02:36.1
31,c44f652e-729e-11ed-a69d-78ac4409ff3c,32,Rxh7+,Kg6,0:04:00.2,0:02:25.4
32,c44f652e-729e-11ed-a69d-78ac4409ff3c,33,Rxc7,Ra4,0:03:34,0:02:16.6
33,c44f652e-729e-11ed-a69d-78ac4409ff3c,34,Rg7+,Kf5,0:03:05.3,0:02:08.3
34,c44f652e-729e-11ed-a69d-78ac4409ff3c,35,Kd3,cxb4,0:02:58,0:02:02.9
35,c44f652e-729e-11ed-a69d-78ac4409ff3c,36,f7,b3,0:02:34.9,0:01:48.8
36,c44f652e-729e-11ed-a69d-78ac4409ff3c,37,f8=Q+,Kg4,0:02:32.2,0:01:40.3
37,c44f652e-729e-11ed-a69d-78ac4409ff3c,38,Qf4+,Kh3,0:02:28.7,0:01:34
38,c44f652e-729e-11ed-a69d-78ac4409ff3c,39,Rh7+,Kg2,0:02:27.8,0:01:28.7
39,c44f652e-729e-11ed-a69d-78ac4409ff3c,40,Qf2#,NaN,0:02:24.7,NaN
0,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,1,e4,Nc6,0:09:59.9,0:09:52.2
1,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,2,Qh5,Nf6,0:09:51,0:09:47.6
2,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,3,Qf3,Nd4,0:09:31.3,0:09:44.7
3,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,4,Qd3,e5,0:09:16.1,0:09:37.5
4,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,5,Nf3,Bd6,0:09:04.9,0:09:29.4
5,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,6,Nc3,Nxf3+,0:08:57.4,0:09:25.8
6,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,7,Qxf3,c6,0:08:47.2,0:08:57.5
7,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,8,Bc4,Qe7,0:08:34.5,0:08:37
8,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,9,O-O,b5,0:08:23.3,0:08:33.3
9,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,10,Bb3,Bb7,0:08:14.5,0:08:30.9
10,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,11,d3,Bb4,0:08:01.6,0:08:26.1
11,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,12,Bg5,Bxc3,0:07:55.4,0:08:23.8
12,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,13,bxc3,h6,0:07:47.8,0:08:20.3
13,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,14,Bxf6,Qxf6,0:07:44.2,0:08:18.7
14,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,15,Qxf6,gxf6,0:07:25.7,0:08:16.7
15,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,16,Rfe1,Rg8,0:07:15.3,0:08:13.7
16,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,17,Re3,a5,0:07:07.1,0:08:00
17,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,18,Rh3,a4,0:07:00.7,0:07:58.2
18,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,19,Rxh6,axb3,0:06:30.9,0:07:53.6
19,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,20,cxb3,d5,0:06:23.3,0:07:46.6
20,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,21,exd5,cxd5,0:06:20.5,0:07:44.3
21,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,22,Rxf6,d4,0:06:16.5,0:07:42.3
22,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,23,cxd4,Rxg2+,0:06:14.4,0:07:39.5
23,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,24,Kf1,Rxh2,0:06:05.9,0:07:36.2
24,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,25,dxe5,Rh1+,0:06:02.4,0:07:33.5
25,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,26,Ke2,Rxa1,0:05:48.7,0:07:31.8
26,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,27,e6,R1xa2+,0:05:45.4,0:07:25.9
27,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,28,Ke3,fxe6,0:05:39.5,0:06:59.9
28,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,29,Rxe6+,Kf7,0:05:36.9,0:06:57.9
29,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,30,Rb6,Re8+,0:05:31.1,0:06:55.2
30,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,31,Kf4,Rxf2+,0:05:23.4,0:06:52.6
31,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,32,Kg4,Bc8+,0:05:11.4,0:06:25.4
32,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,33,Kg3,Rd2,0:05:02.9,0:06:13
33,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,34,Rxb5,Rxd3+,0:04:56.6,0:06:11.5
34,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,35,Kf4,Kf6,0:04:51.9,0:06:00.7
35,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,36,Rf5+,Kg6,0:04:39.7,0:05:55.9
36,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,37,Rc5,Rxb3,0:04:34,0:05:42.9
37,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,38,Rc6+,Kh5,0:04:22.1,0:05:37.5
38,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,39,Rc5+,Kh4,0:04:17.3,0:05:35.5
39,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,40,Rg5,Rb4+,0:04:00,0:05:19.6
40,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,41,Kf3,Rf8+,0:03:54.1,0:05:15
41,46e3ab94-72a1-11ed-a69d-78ac4409ff3c,42,Ke3,Kxg5,0:03:37.8,0:05:13
0,e39207bd-72a2-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:57.6
1,e39207bd-72a2-11ed-a69d-78ac4409ff3c,2,Qh5,Nf6,0:09:58.7,0:09:54.5
2,e39207bd-72a2-11ed-a69d-78ac4409ff3c,3,Qxe5+,Qe7,0:09:55.8,0:09:45.8
3,e39207bd-72a2-11ed-a69d-78ac4409ff3c,4,Qxc7,NaN,0:09:36,NaN
0,38f4b457-72a3-11ed-a69d-78ac4409ff3c,1,e4,e5,0:09:59.5,0:09:58.3
1,38f4b457-72a3-11ed-a69d-78ac4409ff3c,2,Qh5,Qf6,0:09:57.5,0:09:58.2
2,38f4b457-72a3-11ed-a69d-78ac4409ff3c,3,Bc4,g6,0:09:51.6,0:09:55.6
3,38f4b457-72a3-11ed-a69d-78ac4409ff3c,4,Qf3,c6,0:09:46.8,0:09:53
4,38f4b457-72a3-11ed-a69d-78ac4409ff3c,5,Qxf6,Nxf6,0:09:44.4,0:09:51.1
5,38f4b457-72a3-11ed-a69d-78ac4409ff3c,6,d3,d6,0:09:39.6,0:09:12
6,38f4b457-72a3-11ed-a69d-78ac4409ff3c,7,Bg5,Ng4,0:09:31.1,0:09:04.6
7,38f4b457-72a3-11ed-a69d-78ac4409ff3c,8,Nf3,Be6,0:08:24.6,0:08:58.5
8,38f4b457-72a3-11ed-a69d-78ac4409ff3c,9,Bxe6,fxe6,0:08:18.3,0:08:53.8
9,38f4b457-72a3-11ed-a69d-78ac4409ff3c,10,O-O,d5,0:08:09.4,0:08:44.9
10,38f4b457-72a3-11ed-a69d-78ac4409ff3c,11,exd5,exd5,0:07:31.3,0:08:41.3
11,38f4b457-72a3-11ed-a69d-78ac4409ff3c,12,Nxe5,Nxe5,0:07:24.1,0:08:38.5
12,38f4b457-72a3-11ed-a69d-78ac4409ff3c,13,Re1,Nd7,0:07:20.8,0:08:29
13,38f4b457-72a3-11ed-a69d-78ac4409ff3c,14,Bf4,Bg7,0:07:15.3,0:08:24.4
14,38f4b457-72a3-11ed-a69d-78ac4409ff3c,15,Bxe5,Nxe5,0:07:11.2,0:08:22.8
15,38f4b457-72a3-11ed-a69d-78ac4409ff3c,16,d4,O-O-O,0:07:04.5,0:08:10.4
16,38f4b457-72a3-11ed-a69d-78ac4409ff3c,17,dxe5,Rhe8,0:07:01.8,0:08:06.7
17,38f4b457-72a3-11ed-a69d-78ac4409ff3c,18,Nc3,d4,0:06:53.5,0:08:04.8
18,38f4b457-72a3-11ed-a69d-78ac4409ff3c,19,Ne4,d3,0:06:46.8,0:07:58.7
19,38f4b457-72a3-11ed-a69d-78ac4409ff3c,20,Nd6+,Kd7,0:06:39.8,0:07:38.5
20,38f4b457-72a3-11ed-a69d-78ac4409ff3c,21,Nxe8,Rxe8,0:06:33,0:07:37.3
21,38f4b457-72a3-11ed-a69d-78ac4409ff3c,22,cxd3,Kc8,0:06:29.3,0:07:30.7
22,38f4b457-72a3-11ed-a69d-78ac4409ff3c,23,e6,Kd8,0:06:17.3,0:07:23.6
23,38f4b457-72a3-11ed-a69d-78ac4409ff3c,24,e7+,Kd7,0:06:09.5,0:07:20.7
24,38f4b457-72a3-11ed-a69d-78ac4409ff3c,25,Rac1,NaN,0:04:27.9,NaN
0,e8bca34d-7314-11ed-a69d-78ac4409ff3c,1,e3,e5,0:09:52,0:09:58.5
1,e8bca34d-7314-11ed-a69d-78ac4409ff3c,2,d4,exd4,0:09:47.4,0:09:56.7
2,e8bca34d-7314-11ed-a69d-78ac4409ff3c,3,exd4,Bb4+,0:09:45,0:09:44.2
3,e8bca34d-7314-11ed-a69d-78ac4409ff3c,4,Nc3,Bxc3+,0:09:39.7,0:09:42
4,e8bca34d-7314-11ed-a69d-78ac4409ff3c,5,bxc3,Nf6,0:09:36,0:09:35.4
5,e8bca34d-7314-11ed-a69d-78ac4409ff3c,6,Nf3,d6,0:09:30.8,0:09:30
6,e8bca34d-7314-11ed-a69d-78ac4409ff3c,7,Bd3,Bg4,0:09:27.6,0:09:23.8
7,e8bca34d-7314-11ed-a69d-78ac4409ff3c,8,O-O,O-O,0:09:22.9,0:09:17.2
8,e8bca34d-7314-11ed-a69d-78ac4409ff3c,9,h3,Bxf3,0:09:08.5,0:09:14.6
9,e8bca34d-7314-11ed-a69d-78ac4409ff3c,10,Qxf3,Nc6,0:09:04.2,0:09:11.8
10,e8bca34d-7314-11ed-a69d-78ac4409ff3c,11,Re1,Re8,0:09:01.3,0:08:56.8
11,e8bca34d-7314-11ed-a69d-78ac4409ff3c,12,Rxe8+,Qxe8,0:08:45.8,0:08:54.5
12,e8bca34d-7314-11ed-a69d-78ac4409ff3c,13,Be3,Na5,0:08:36.1,0:08:27.8
13,e8bca34d-7314-11ed-a69d-78ac4409ff3c,14,Re1,Rd8,0:08:18.8,0:08:16.6
14,e8bca34d-7314-11ed-a69d-78ac4409ff3c,15,Bd2,Qa4,0:08:10.7,0:07:57.4
15,e8bca34d-7314-11ed-a69d-78ac4409ff3c,16,Re7,Qxa2,0:07:51.1,0:07:46.3
16,e8bca34d-7314-11ed-a69d-78ac4409ff3c,17,Rxc7,Qa1+,0:07:40.2,0:07:40.2
17,e8bca34d-7314-11ed-a69d-78ac4409ff3c,18,Kh2,h6,0:07:29.1,0:07:23.5
18,e8bca34d-7314-11ed-a69d-78ac4409ff3c,19,Be4,Nxe4,0:06:44.3,0:07:12.6
19,e8bca34d-7314-11ed-a69d-78ac4409ff3c,20,Qxe4,g6,0:06:42.7,0:07:03
20,e8bca34d-7314-11ed-a69d-78ac4409ff3c,21,Qe7,Rf8,0:06:27.2,0:06:37.7
21,e8bca34d-7314-11ed-a69d-78ac4409ff3c,22,Bxh6,Re8,0:06:11.3,0:05:54
22,e8bca34d-7314-11ed-a69d-78ac4409ff3c,23,Qxf7+,Kh8,0:05:55.2,0:05:44.7
23,e8bca34d-7314-11ed-a69d-78ac4409ff3c,24,Qg7#,NaN,0:05:52.5,NaN
0,2015fd37-7316-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:48.9
1,2015fd37-7316-11ed-a69d-78ac4409ff3c,2,Qh5,Nc6,0:09:57.7,0:09:31.6
2,2015fd37-7316-11ed-a69d-78ac4409ff3c,3,Bc4,Nf6,0:09:54.5,0:09:29.2
3,2015fd37-7316-11ed-a69d-78ac4409ff3c,4,Qxf7#,NaN,0:09:51.5,NaN
0,45586941-7316-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:58.5
1,45586941-7316-11ed-a69d-78ac4409ff3c,2,Bc4,Qh4,0:09:58.9,0:09:55.5
2,45586941-7316-11ed-a69d-78ac4409ff3c,3,Qf3,Nf6,0:09:54.6,0:09:50.5
3,45586941-7316-11ed-a69d-78ac4409ff3c,4,Nc3,Bc5,0:09:46.3,0:09:46.9
4,45586941-7316-11ed-a69d-78ac4409ff3c,5,a4,Ng4,0:09:23.5,0:09:37.7
5,45586941-7316-11ed-a69d-78ac4409ff3c,6,Qxf7+,Kd8,0:09:17.1,0:09:28.9
6,45586941-7316-11ed-a69d-78ac4409ff3c,7,Qxg7,Qxf2+,0:09:07.8,0:09:25
7,45586941-7316-11ed-a69d-78ac4409ff3c,8,Kd1,Qxg2,0:09:02.1,0:09:21.6
8,45586941-7316-11ed-a69d-78ac4409ff3c,9,Qxh8+,Ke7,0:08:59,0:09:10.6
9,45586941-7316-11ed-a69d-78ac4409ff3c,10,Qg7+,Ke8,0:08:53.8,0:09:07.5
10,45586941-7316-11ed-a69d-78ac4409ff3c,11,Qf7+,Kd8,0:08:50.2,0:08:58.1
11,45586941-7316-11ed-a69d-78ac4409ff3c,12,Qg8+,Ke7,0:08:40.6,0:08:54.7
12,45586941-7316-11ed-a69d-78ac4409ff3c,13,Qe6+,Kf8,0:08:25.4,0:08:49.1
13,45586941-7316-11ed-a69d-78ac4409ff3c,14,Qf7#,NaN,0:08:11.9,NaN
0,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,1,e4,e5,0:10:00,0:09:59
1,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,2,Qh5,Nc6,0:09:59.9,0:09:55.8
2,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,3,Bc4,Qf6,0:09:55,0:09:51.7
3,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,4,Qxf7+,Qxf7,0:09:52.8,0:09:45.9
4,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,5,Bxf7+,Kxf7,0:09:51.4,0:09:43.9
5,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,6,Nc3,Bc5,0:09:48.4,0:09:39.7
6,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,7,Nd5,Nf6,0:09:48.3,0:09:35
7,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,8,Nxc7,Rb8,0:09:41.2,0:09:27.9
8,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,9,Nf3,Nxe4,0:09:31.5,0:09:23.7
9,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,10,b4,Nxf2,0:09:28.9,0:09:14.6
10,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,11,O-O,Ne4+,0:09:22.8,0:08:57.6
11,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,12,bxc5,Nxc5,0:09:21.8,0:08:47.6
12,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,13,Ng5+,Kg6,0:09:08.6,0:08:39.3
13,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,14,d4,exd4,0:09:00.2,0:08:33.3
14,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,15,Bf4,d6,0:08:31.9,0:08:19.2
15,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,16,h4,b6,0:07:56.9,0:07:55.6
16,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,17,g4,Ba6,0:07:45.7,0:07:51.3
17,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,18,h5+,Kf6,0:07:42,0:07:46.5
18,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,19,Nxa6,Nxa6,0:07:28.2,0:07:42.3
19,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,20,Bxd6+,Kxg5,0:07:21.9,0:07:26.7
20,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,21,Rf5+,Kxg4,0:07:20.1,0:07:21.4
21,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,22,Rf4+,Kxh5,0:06:58.9,0:07:17.3
22,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,23,Raf1,Rbe8,0:06:48.6,0:07:07.6
23,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,24,Rf5+,g5,0:06:39.7,0:07:01.3
24,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,25,R1f4,Re1+,0:06:20.2,0:06:51.4
25,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,26,Kf2,Rhe8,0:06:14.4,0:06:46.3
26,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,27,Rf3,Nab4,0:06:04.6,0:06:33.5
27,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,28,c3,dxc3,0:05:59.5,0:06:30.6
28,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,29,Kg3,c2,0:05:48.9,0:06:26.3
29,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,30,Rc3,Nd4,0:05:30.8,0:06:08.8
30,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,31,a3,Nxf5+,0:05:20.1,0:06:04.4
31,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,32,Kf3,Nd5,0:05:15.6,0:05:49
32,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,33,Rxc2,Nxd6,0:05:06.6,0:05:43.4
33,ba6ca3d3-7316-11ed-a69d-78ac4409ff3c,34,Kf2,Ra1,0:04:58.6,0:05:37.1
0,943dc990-7318-11ed-a69d-78ac4409ff3c,1,e4,d5,0:10:00,0:09:59.7
1,943dc990-7318-11ed-a69d-78ac4409ff3c,2,exd5,Qxd5,0:09:57.7,0:09:58.5
2,943dc990-7318-11ed-a69d-78ac4409ff3c,3,Qf3,Qe5+,0:09:55.2,0:09:55.9
3,943dc990-7318-11ed-a69d-78ac4409ff3c,4,Be2,Nc6,0:09:47.8,0:09:49.4
4,943dc990-7318-11ed-a69d-78ac4409ff3c,5,d3,Nb4,0:09:42.2,0:09:46.8
5,943dc990-7318-11ed-a69d-78ac4409ff3c,6,Nc3,Nxc2+,0:09:33,0:09:43
6,943dc990-7318-11ed-a69d-78ac4409ff3c,7,Kd1,Nxa1,0:09:24.3,0:09:40.7
7,943dc990-7318-11ed-a69d-78ac4409ff3c,8,Bf4,Qc5,0:09:18.9,0:09:01
8,943dc990-7318-11ed-a69d-78ac4409ff3c,9,Ne4,Qc2+,0:09:03.9,0:08:54.8
9,943dc990-7318-11ed-a69d-78ac4409ff3c,10,Ke1,Qb1+,0:08:59.3,0:08:36.2
10,943dc990-7318-11ed-a69d-78ac4409ff3c,11,Kd2,Qxb2+,0:08:53.2,0:08:32.8
11,943dc990-7318-11ed-a69d-78ac4409ff3c,12,Kd1,Qc2+,0:08:40,0:08:24.6
12,943dc990-7318-11ed-a69d-78ac4409ff3c,13,Ke1,c6,0:08:35.6,0:08:22.8
13,943dc990-7318-11ed-a69d-78ac4409ff3c,14,Ng5,f6,0:08:29.3,0:08:11.9
14,943dc990-7318-11ed-a69d-78ac4409ff3c,15,Ne6,Bxe6,0:08:19.4,0:08:08.5
15,943dc990-7318-11ed-a69d-78ac4409ff3c,16,Qh5+,Bf7,0:08:12.5,0:07:59.8
16,943dc990-7318-11ed-a69d-78ac4409ff3c,17,Qb5,cxb5,0:08:00.7,0:07:55.9
0,e43a91be-731e-11ed-a69d-78ac4409ff3c,1,g3,e5,0:01:00,0:00:59.9
1,e43a91be-731e-11ed-a69d-78ac4409ff3c,2,Bg2,Bc5,0:00:59.1,0:00:58.4
2,e43a91be-731e-11ed-a69d-78ac4409ff3c,3,d3,Qf6,0:00:58.6,0:00:57.2
3,e43a91be-731e-11ed-a69d-78ac4409ff3c,4,Nf3,d6,0:00:57.8,0:00:54.5
4,e43a91be-731e-11ed-a69d-78ac4409ff3c,5,O-O,Bg4,0:00:57.1,0:00:52.4
5,e43a91be-731e-11ed-a69d-78ac4409ff3c,6,Bg5,Qf5,0:00:53.2,0:00:46.6
6,e43a91be-731e-11ed-a69d-78ac4409ff3c,7,Be3,Nf6,0:00:47.5,0:00:43.1
7,e43a91be-731e-11ed-a69d-78ac4409ff3c,8,h3,Bxf3,0:00:44.4,0:00:39.6
8,e43a91be-731e-11ed-a69d-78ac4409ff3c,9,Bxf3,Qg6,0:00:37.9,0:00:38.2
9,e43a91be-731e-11ed-a69d-78ac4409ff3c,10,Kg2,O-O,0:00:34.8,0:00:37.1
10,e43a91be-731e-11ed-a69d-78ac4409ff3c,11,Qd2,Nc6,0:00:33.1,0:00:36
11,e43a91be-731e-11ed-a69d-78ac4409ff3c,12,Nc3,Nb4,0:00:30.8,0:00:34.2
12,e43a91be-731e-11ed-a69d-78ac4409ff3c,13,a3,Na6,0:00:26.9,0:00:32
13,e43a91be-731e-11ed-a69d-78ac4409ff3c,14,b4,Bxe3,0:00:25.6,0:00:29.6
14,e43a91be-731e-11ed-a69d-78ac4409ff3c,15,fxe3,Rfe8,0:00:24.1,0:00:27.1
15,e43a91be-731e-11ed-a69d-78ac4409ff3c,16,d4,exd4,0:00:23,0:00:25.1
16,e43a91be-731e-11ed-a69d-78ac4409ff3c,17,exd4,d5,0:00:21.2,0:00:23.8
17,e43a91be-731e-11ed-a69d-78ac4409ff3c,18,Rfe1,Nh5,0:00:20.4,0:00:22.4
18,e43a91be-731e-11ed-a69d-78ac4409ff3c,19,g4,Nf4+,0:00:18.9,0:00:19.9
19,e43a91be-731e-11ed-a69d-78ac4409ff3c,20,Kg3,Ne6,0:00:17,0:00:18.4
20,e43a91be-731e-11ed-a69d-78ac4409ff3c,21,e4,dxe4,0:00:15.6,0:00:16.5
21,e43a91be-731e-11ed-a69d-78ac4409ff3c,22,Bxe4,Nec5,0:00:14.4,0:00:15
22,e43a91be-731e-11ed-a69d-78ac4409ff3c,23,Bxg6,fxg6,0:00:13.3,0:00:13.6
23,e43a91be-731e-11ed-a69d-78ac4409ff3c,24,Rxe8+,Rxe8,0:00:12.2,0:00:11.7
24,e43a91be-731e-11ed-a69d-78ac4409ff3c,25,Re1,Rxe1,0:00:11.1,0:00:10.3
25,e43a91be-731e-11ed-a69d-78ac4409ff3c,26,Qxe1,Ne4+,0:00:10.9,0:00:08.9
